ID,TYPE,ORGAN_NAME,ORGAN_CODE,TELPHONE_NUMBER,DZ,REGION_CODE,REGION,HEALTH_EXAMINATION,GSYLJG,SBDDJG,MYBJ,EMERGENCY,HIV,JHBDD
100149,社康中心,深圳市龙岗区人民医院御府名筑社区健康服务中心,PDY752182,89303290,龙城街道松仔岭二路24号御府名筑花园1栋01层03,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100150,医院,深圳宝坪医院,MA5EL2NK9,13923768863,深圳市龙岗区龙岗街道宝龙工业城锦龙三路宝昌利工业区综合楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100151,社康中心,深圳市福田区红树福苑社区健康服务中心,PDY450969,待补充,福田保税区桂花路南红树福苑6栋商铺01层136号、137号,440304,福田区,没有,不是,是,不是,不是,不是,不是
100152,医院,深圳市孙逸仙心血管医院 （南山院区）,PDY511960,待补充,待补充,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100153,医疗中心,深圳萨米国际医疗中心,PDYA10014,待补充,待补充,440310,坪山区,没有,不是,不是,不是,不是,不是,不是
100154,医院,深圳太平洋口腔医院,MA5DEFG74,13688813488,深圳市南山区南山街道南海大道2289南海大道西、海德二道北东华产品检测中心,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100155,医院,深圳爱丽斯医疗美容医院,587908682,1339287621,深圳市福田区新洲三街65号蜜园101号商铺,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100156,社康中心,深圳市坪山区人民医院东晟时代花园社区健康服务中心,PDYA50016,13502833439,深圳市坪山区东晟花园1号楼裙楼配套02层20号,440310,坪山区,没有,不是,不是,不是,不是,不是,不是
100157,社康中心,深圳市罗湖区新围社区健康服务中心,PDY350693,待补充,深圳市罗湖区书城路1号都市名园名景阁F栋首层,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100158,社康中心,深圳市宝安第二人民医院（集团）总院上南社区健康服务中心,PDY652501,13530228466,深圳市宝安区新桥街道上南工业区107国道旁,440306,宝安区,有,是,是,是,是,不是,不是
100159,医院,深圳拜博拜尔口腔医院,349783984,13322994188,深圳市福田区园岭街道红岭中路2061号南国大厦1、2楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100160,社康中心,深圳市宝安中医院（集团）上川社区健康服务中心,PDY65251X,15012896673,深圳市宝安区新安街道上川东路北侧35区B7栋京久商务大厦一、二楼,440306,宝安区,没有,不是,不是,不是,是,是,不是
100161,医院,深圳市福田区风湿病专科医院,MB2C60569,13823274999,深圳市福田区香蜜湖街道农林路22号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100162,医院,深圳市福田区肛肠专科医院,MB2C82055,周明英13510035163,深圳市福田区南园街道松岭路1、6号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100163,医院,深圳爱视眼科医院,349679108,待补充,深圳市罗湖区南湖街道和平路宝平街1号1-5层及附楼1-2层,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100164,社康中心,福田区新港社区健康服务中心,PDY460497,83451735,深圳市福田区沙头街道建鑫苑AB栋新新家园13号,440304,福田区,没有,不是,是,不是,不是,不是,不是
100165,社康中心,龙华区中心医院元岗社区健康服务中心,PDY652405,待补充,深圳市龙华新区观湖街道新田社区环观南路87号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100166,社康中心,深圳市坪山区人民医院竹韵花园社区健康服务中心,PDYA50024,13798451787,深圳市坪区龙田街道竹韵花园14栋裙楼内,440310,坪山区,没有,不是,是,不是,不是,不是,不是
100167,社康中心,深圳市龙岗中心医院峦山美地社区健康服务中心,PDY752238,13714476098,龙岗区宝龙街道南约社区宝荷路与沙荷路交汇处东北侧仁恒峦山美地花园3栋—01层2号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100168,医院,深圳鹏爱秀琪医疗美容医院,MA5EH0EA2,待补充,深圳市福田区梅林街道梅华路252号一、二、三层。,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100169,社康中心,深圳市龙岗中心医院集团峦山谷社区健康服务中心,PDY75222X,13826572404,龙岗区宝龙街道宝龙社区宝沙一路振业峦山谷花园二期1栋02层007号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100170,医院,深圳市宝安区沙井人民医院,455769684,0755-27728595,深圳市宝安区沙井街道沙井大街3号,440306,宝安区,有,是,是,是,不是,是,不是
100171,防治中心,深圳市龙岗区慢性病防治院,G34813540,0755-28924139,深圳市龙岗区中心城十六区黄阁路,440307,龙岗区,没有,不是,不是,不是,不是,不是,是
100172,医院,深圳宝兴医院,PDY710150,28663008,龙岗区横岗镇四联村排榜综合大楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100173,社康中心,深圳市盐田区妇幼保健院,45579875X,0755-25360633,深圳市沙头角深盐路36号,440308,盐田区,有,不是,是,不是,不是,不是,不是
100174,社康中心,深圳市龙岗区妇幼保健院,G34813532,0755-28933050,深圳市龙岗区中心城爱龙路6号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100175,医院,深圳市龙岗区第五人民医院,455835311,0755-28450631,深圳市龙岗区平湖镇双拥街77号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100176,医院,深圳市第三人民医院,45575559X,0755-61222333-6311,深圳市龙岗区布澜路29号,440307,龙岗区,没有,不是,不是,不是,不是,不是,是
100177,医院,中山大学附属第八医院（深圳福田）,455744030,0755-83339603,深圳市福田区深南中路3025号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100178,医院,深圳市光明新区人民医院,455834773,0755-27732924,深圳市宝安区公明镇松白路公明段339号,440306,宝安区,没有,不是,是,是,不是,是,不是
100179,医院,深圳华南妇科医院,PDY711700,12345678,坪山新区坪山街道深汕路589号,440310,坪山区,没有,不是,是,不是,不是,不是,不是
100180,医院,深圳华丹医院,PDY711807,13425191625,龙岗区龙岗街道南联社区向银路100号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100181,医院,深圳非凡医疗美容医院,PDY310958,12345678,罗湖区人民北路2079号东门和兴大楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100182,社康中心,深圳市龙华区妇幼保健院,81888813,29821968,深圳市龙华新区大浪华旺路68号,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100183,医院,深圳中仁泌尿外科医院,PDY611769,-,-,440312,宝安区,没有,不是,是,是,不是,是,不是
100184,医院,深圳远东妇产医院,PDY310798,82613328,罗湖区深南东路2097号远东大厦,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100185,医院,深圳市龙华新区人民医院,455769641,0755-27741585,深圳市宝安区龙华镇建设东路,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100186,医院,深圳龙济医院,PDY610184,27042620,深圳市宝安区龙华街道办龙观西部,440312,宝安区,没有,不是,不是,不是,不是,不是,不是
100187,医院,深圳华侨医院,73307826X,0755-84698083,深圳市龙岗区平湖镇湖新街一号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100188,医院,深圳永福医院,PDY611646,12345678,宝安区福永街道白石大道东2号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100189,医院,深圳和美妇儿科医院,PDY51060X,755,南山区深南大道北侧12018号钱柜商业大厦,440305,南山区,没有,不是,是,不是,不是,不是,不是
100190,医院,深圳广生医院,PDY610555,27399999,宝安区福永街道新田社区凤塘路56号长岭工业区内,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100191,医院,深圳春天医疗美容医院,PDY610205,27839393,宝安区41区广深路159号（兴中宝大厦）,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100192,医院,深圳中海医院,PDY710417,84701755,龙岗区布吉镇木棉湾吉政路16号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100193,医院,深圳健丰医院,PDY71037X,84648120,龙岗区坪山镇六联村,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100194,医院,深圳五洲中西医结合医院,PDY510300,0755-266525,深圳市南山区科技园科华路7号士金大厦,440305,南山区,没有,不是,是,不是,不是,不是,不是
100195,医院,深圳市龙岗区人民医院,455849246,0755-28932833,深圳市龙岗区龙城街道爱心路53号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100196,医院,深圳市光明新区中心医院,G3481245X,0755-27400061,光明新区光明街道华夏路39号,440311,光明区,没有,不是,不是,不是,不是,不是,不是
100197,医院,深圳市龙岗区第七人民医院,G34813567,0755-28740471,深圳市龙岗区南湾街道沙平北路112号,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100198,医院,深圳市罗湖区中医院,455743708,0755-82238541,深圳市乐园路83号,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100199,医院,深圳爱尔眼科医院,PDY411070,83970888,深圳市福田区华强南路2048号机械大厦,440304,福田区,没有,不是,是,不是,不是,不是,不是
100200,医院,深圳希玛林顺潮眼科医院,PDY411011,13632662726,深圳市福田区车公庙,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100201,医院,深圳市龙岗区第六人民医院,455835493,0755-84094010,深圳市龙岗区坪地镇深惠公路坪地段388号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100202,医院,深圳龙安医院,PDY610248,29787111,宝安区龙华街道办上塘村,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100203,医院,深圳仁安医院,PDY710177,75584826555,深圳市龙岗区龙园路8-10号,440307,龙岗区,没有,不是,不是,是,不是,不是,不是
100204,医院,深圳市大鹏新区葵涌人民医院,455835274,0755-84207803,深圳市大鹏新区葵涌葵新北路26号,440319,大鹏新区,没有,不是,是,是,不是,是,是
100205,社康中心,深圳市坪山新区妇幼保健院,455835282,0755-84134902,深圳市坪山新区坑梓街道龙兴南路6号,440310,坪山区,没有,不是,不是,不是,不是,不是,不是
100206,医院,深圳监狱医院,455760516,84628691,深圳监狱内,440310,坪山区,没有,不是,不是,不是,不是,不是,不是
100207,医院,深圳华侨城医院,455828787,26900737,南山区华侨城,440305,南山区,没有,不是,是,不是,不是,不是,不是
100208,医院,深圳仁爱医院,G3479153X,0755-83403832,深圳市福田区沙尾村,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100209,医院,深圳万丰医院,PDY610010,27236999,深圳市宝安区沙井街道万丰居委会中心路,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100210,医院,深圳鹏程医院,745164966,0755-25894722,深圳市笋岗东路3013号长虹大厦二楼,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100211,医院,深圳市龙岗区第三人民医院,455835303,0755-28863382,深圳市龙岗区横岗镇松柏路278号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100212,医院,深圳市儿童医院,455755717,0755-83936132,深圳市红荔西路益田路口7019号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100213,医院,深圳燕罗塘医院,PDY612091,27067228,宝安区松岗街道塘下涌社区众福路61号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100214,医院,深圳爱维艾夫妇科医院,PDY712244,15815556810,龙岗区龙东社区爱南路16号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100215,医院,深圳德尚泌尿外科医院,PDY311483,22222213,罗湖区迎春路18号,440303,罗湖区,没有,不是,是,不是,不是,不是,不是
100216,社康中心,深圳市南山区人民医院南联社区医疗服务站,PDY560041,26553111,南头同乐外贸兴业工作区第A1-2栋第一层,440305,南山区,没有,不是,是,不是,不是,不是,不是
100217,社康中心,深圳市南山区人民医院京光社区健康服务中心,PDY55045X,26553111,南山区后海工业路后海S5栋首层、二楼208、209、210,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100218,社康中心,深圳市宝安区沙井人民医院沙二社区健康服务中心,PDY651605,27200492,宝安区宝安区沙井街道沙井大街237号沙二居委会后面,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100219,社康中心,深圳市人民医院翠竹社康服务中心,PDY350044,0755-25533018,深圳市罗湖区翠竹苑居委会2楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100220,社康中心,深圳市罗湖区人民医院嘉兴社区健康服务中心,PDY350386,82203083,嘉兴路,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100221,社康中心,深圳市坪山新区坪山人民医院金龟社区健康服务中心,PDY75150X,0755-84627195,坪山街道金龟社区老村委办公楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100222,社康中心,深圳市南山区人民医院大冲社区健康服务中心,PDY550441,26553111,南山区大冲铜鼓路14号房壹楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
